Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Unemployment_rate,Inflation_rate,GDP,total_units_credited,total_units_enrolled,total_units_evaluations,total_units_approved,total_units_grade,total_units_without_evaluations,Status
Single,17,1,Health and Social Sciences,1,Secondary Education,133.1,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,131.0,1,0,0,1,Female,No,21,No,9.4,-0.8,-3.12,0,12,24,5,11.0,0,Dropout
Single,1,2,Business and Management,1,Secondary Education,120.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,118.6,1,0,0,1,Female,No,19,No,16.2,0.3,-0.92,0,10,17,9,11.025,2,Graduate
Single,1,1,Engineering and Technology,1,Secondary Education,137.0,Europe,Higher Education,Secondary Education,Professional,Manual Labor,122.3,0,0,0,1,Female,No,19,No,10.8,1.4,1.74,0,0,0,0,0.0,0,Dropout
Single,1,1,Other,1,Secondary Education,131.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,127.9,0,0,0,1,Female,Yes,19,No,9.4,-0.8,-3.12,0,10,10,10,13.5,0,Graduate
Single,1,1,Health and Social Sciences,1,Secondary Education,130.0,Europe,Secondary Education,Basic Education,Technical and Administrative,Manual Labor,121.3,1,0,0,1,Female,No,19,No,15.5,2.8,-4.06,0,12,28,12,13.183333333333334,0,Graduate
Single,17,6,Health and Social Sciences,1,Secondary Education,122.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,117.1,1,0,0,1,Female,No,19,No,13.9,-0.3,0.79,0,14,12,5,6.05,0,Dropout
Single,44,1,Health and Social Sciences,1,Other,160.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,160.0,1,0,0,1,Female,No,20,No,12.4,0.5,1.79,2,12,24,11,13.972222222222223,0,Graduate
Single,1,1,Other,1,Secondary Education,146.0,Europe,Secondary Education,Basic Education,Manual Labor,Professional,145.3,1,0,0,1,Female,Yes,18,No,9.4,-0.8,-3.12,0,12,15,10,13.100000000000001,0,Enrolled
Single,17,3,Health and Social Sciences,1,Secondary Education,131.0,Europe,Secondary Education,Specialized Courses,Service Workers,Professional,122.6,1,0,0,1,Female,No,18,No,12.4,0.5,1.79,0,12,13,12,13.333333333333332,0,Graduate
Single,17,6,Health and Social Sciences,1,Secondary Education,132.0,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,128.0,1,0,0,1,Female,No,19,No,12.4,0.5,1.79,0,15,16,15,14.239126984126983,0,Graduate
Single,1,3,Health and Social Sciences,1,Secondary Education,138.0,Europe,Secondary Education,Secondary Education,Service Workers,Manual Labor,124.9,1,0,0,1,Female,Yes,18,No,13.9,-0.3,0.79,0,15,18,14,13.490178571428572,0,Dropout
Single,17,2,Engineering and Technology,1,Secondary Education,130.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,123.7,1,0,0,1,Female,No,18,No,7.6,2.6,0.32,0,12,12,12,12.666666666666668,0,Graduate
Single,1,4,Business and Management,1,Secondary Education,126.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,120.1,1,0,0,1,Female,No,19,No,8.9,1.4,3.51,0,10,12,10,13.5,0,Graduate
Single,17,6,Health and Social Sciences,1,Secondary Education,148.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Professional,131.7,1,0,0,1,Female,No,19,No,13.9,-0.3,0.79,0,14,15,5,7.0,0,Dropout
Single,43,1,Health and Social Sciences,1,Secondary Education,130.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,133.2,0,0,0,1,Female,No,20,No,7.6,2.6,0.32,7,16,23,16,11.69047619047619,0,Graduate
Single,1,1,Other,1,Secondary Education,117.0,Europe,Secondary Education,Basic Education,Technical and Administrative,Manual Labor,109.3,0,0,1,0,Female,Yes,19,No,12.4,0.5,1.79,0,12,16,9,12.25,0,Dropout
Single,17,1,Other,1,Secondary Education,120.0,Europe,Secondary Education,Secondary Education,Service Workers,Service,113.0,1,0,0,1,Female,No,20,No,7.6,2.6,0.32,0,10,12,8,11.85,0,Graduate
Single,1,1,Other,1,Secondary Education,153.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,157.9,0,0,1,1,Female,Yes,18,No,8.9,1.4,3.51,0,12,12,12,14.833333333333334,0,Graduate
Single,1,2,Health and Social Sciences,1,Secondary Education,117.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,112.1,0,0,0,1,Female,Yes,20,No,11.1,0.6,2.02,0,15,18,12,13.04042857142857,0,Enrolled
Single,18,1,Health and Social Sciences,1,Secondary Education,178.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,174.7,0,0,0,1,Female,No,18,No,13.9,-0.3,0.79,0,15,16,15,17.35625,0,Graduate
Single,1,5,Health and Social Sciences,1,Secondary Education,129.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,128.8,1,0,0,1,Female,No,19,No,7.6,2.6,0.32,0,14,14,12,12.666666666666666,0,Graduate
Single,1,6,Other,1,Secondary Education,116.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,110.1,1,0,0,1,Female,Yes,19,No,12.4,0.5,1.79,0,12,18,11,12.333333333333332,0,Graduate
Single,51,1,Business and Management,1,Secondary Education,99.0,Europe,Higher Education,Secondary Education,Technical and Administrative,Professional,99.7,1,0,1,0,Female,No,22,No,8.9,1.4,3.51,0,10,15,0,0.0,0,Enrolled
Single,1,3,Health and Social Sciences,1,Secondary Education,135.0,Europe,Secondary Education,Other,Manual Labor,Service,121.0,1,0,0,1,Female,Yes,19,No,12.4,0.5,1.79,0,12,13,12,11.416666666666668,0,Graduate
Single,1,3,Health and Social Sciences,1,Secondary Education,141.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,131.7,1,0,0,1,Female,Yes,19,No,15.5,2.8,-4.06,0,15,21,15,12.968125,0,Graduate
Single,17,5,Other,1,Secondary Education,132.0,Europe,Basic Education,Basic Education,Service Workers,Manual Labor,119.1,1,0,0,1,Female,Yes,19,No,9.4,-0.8,-3.12,0,12,19,10,11.4,0,Graduate
Single,1,4,Health and Social Sciences,1,Secondary Education,132.0,Europe,Other,Secondary Education,Manual Labor,Manual Labor,124.7,1,0,0,1,Female,No,19,No,7.6,2.6,0.32,0,10,20,0,0.0,0,Dropout
Single,17,1,Health and Social Sciences,1,Secondary Education,113.0,Europe,Secondary Education,Basic Education,Manual Labor,Service,117.2,1,0,0,1,Female,No,20,No,7.6,2.6,0.32,0,12,20,8,11.433333333333334,0,Dropout
Single,1,1,Business and Management,1,Secondary Education,134.0,Europe,Higher Education,Secondary Education,Professional,Service,128.8,0,0,0,1,Female,No,18,No,13.9,-0.3,0.79,0,10,19,10,13.770833333333332,0,Graduate
Single,1,1,Health and Social Sciences,1,Secondary Education,136.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,131.5,0,0,0,1,Female,Yes,20,No,11.1,0.6,2.02,0,15,17,13,14.020952380952384,0,Graduate
Single,1,1,Engineering and Technology,1,Secondary Education,136.0,Europe,Higher Education,Basic Education,Professional,Manual Labor,121.7,1,0,0,1,Female,No,18,No,9.4,-0.8,-3.12,0,0,0,0,0.0,0,Enrolled
Single,1,1,Health and Social Sciences,1,Secondary Education,129.0,Europe,Secondary Education,Basic Education,Technical and Administrative,Manual Labor,123.4,0,0,0,1,Female,No,19,No,7.6,2.6,0.32,0,10,12,10,12.9,0,Graduate
Single,17,1,Other,1,Secondary Education,138.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,124.7,1,0,0,1,Female,No,18,No,9.4,-0.8,-3.12,0,12,21,8,11.583333333333334,0,Enrolled
Single,1,1,Other,1,Secondary Education,137.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,132.8,1,0,0,1,Female,No,18,No,7.6,2.6,0.32,0,12,15,11,12.566666666666666,0,Graduate
Single,43,1,Other,1,Secondary Education,115.0,Europe,Higher Education,Basic Education,Professional,Service,108.7,1,0,0,1,Female,No,21,No,9.4,-0.8,-3.12,0,12,22,6,11.333333333333332,0,Dropout
Single,1,1,Other,1,Secondary Education,129.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,138.1,0,0,0,1,Female,No,19,No,7.6,2.6,0.32,0,12,18,10,11.75,0,Dropout
Single,1,1,Business and Management,1,Secondary Education,131.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,126.5,0,0,0,1,Female,Yes,18,No,12.4,0.5,1.79,0,10,10,10,11.2,0,Graduate
Single,17,2,Health and Social Sciences,1,Secondary Education,133.0,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,127.4,1,0,0,1,Female,Yes,18,No,12.7,3.7,-1.7,0,12,15,12,12.053571428571429,0,Graduate
Single,1,3,Health and Social Sciences,1,Secondary Education,125.0,Europe,Secondary Education,Secondary Education,Manual Labor,Service,123.6,1,0,0,1,Female,No,20,No,9.4,-0.8,-3.12,0,12,19,10,11.416666666666668,0,Graduate
Single,39,1,Health and Social Sciences,0,Secondary Education,120.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,122.0,0,0,0,1,Female,Yes,24,No,11.1,0.6,2.02,0,12,20,10,11.8,0,Graduate
Single,1,1,Other,1,Secondary Education,128.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Professional,118.2,0,0,0,1,Female,No,19,No,10.8,1.4,1.74,0,12,15,12,13.083333333333332,0,Dropout
Single,1,1,Health and Social Sciences,1,Secondary Education,127.0,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,123.9,1,0,0,1,Female,Yes,18,No,15.5,2.8,-4.06,0,15,21,14,12.808333333333334,0,Graduate
Single,1,2,Health and Social Sciences,1,Secondary Education,134.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,125.8,1,0,0,1,Female,No,18,No,15.5,2.8,-4.06,0,15,16,15,15.136875,0,Graduate
Single,17,5,Other,1,Secondary Education,132.0,Europe,Other,Other,Technical and Administrative,Service,123.3,1,0,0,1,Female,No,21,No,10.8,1.4,1.74,0,12,23,7,11.25,0,Dropout
Single,17,2,Other,1,Secondary Education,124.0,Europe,Secondary Education,Secondary Education,Service Workers,Service,124.4,0,0,0,1,Female,No,19,No,7.6,2.6,0.32,0,10,10,10,14.2,0,Graduate
Single,17,1,Other,1,Secondary Education,133.1,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,126.0,0,0,0,1,Female,Yes,19,No,15.5,2.8,-4.06,0,12,13,12,12.75,0,Graduate
Other,39,1,Other,1,Secondary Education,170.0,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,170.0,0,0,1,1,Female,No,47,No,8.9,1.4,3.51,0,7,1,0,0.0,0,Enrolled
Single,17,3,Health and Social Sciences,1,Secondary Education,125.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,121.5,0,0,0,1,Female,No,19,No,13.9,-0.3,0.79,0,12,22,9,11.333333333333332,0,Graduate
Single,39,1,Health and Social Sciences,1,Higher Education,130.0,Europe,Higher Education,Higher Education,Professional,Professional,130.0,0,0,0,1,Female,No,29,No,12.7,3.7,-1.7,2,16,16,14,14.257142857142856,0,Graduate
Single,43,1,Health and Social Sciences,1,Secondary Education,125.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,117.0,1,0,0,1,Female,No,21,No,16.2,0.3,-0.92,0,12,25,5,11.666666666666668,0,Dropout
Single,39,1,Health and Social Sciences,1,Secondary Education,130.0,Europe,Basic Education,Secondary Education,Manual Labor,Manual Labor,130.0,1,0,0,1,Female,No,28,No,12.7,3.7,-1.7,0,10,24,8,10.875,1,Enrolled
Single,17,2,Health and Social Sciences,1,Secondary Education,133.1,Europe,Basic Education,Basic Education,Technical and Administrative,Service,108.0,0,0,0,1,Female,No,20,No,15.5,2.8,-4.06,0,15,16,15,13.009821428571428,0,Graduate
Single,17,1,Health and Social Sciences,1,Secondary Education,131.0,Europe,Higher Education,Basic Education,Technical and Administrative,Service,132.3,1,0,0,1,Female,No,19,No,7.6,2.6,0.32,0,14,14,12,11.683333333333332,0,Graduate
Single,42,1,Health and Social Sciences,0,Secondary Education,150.0,Europe,Secondary Education,Higher Education,Technical and Administrative,Manual Labor,148.0,0,0,0,1,Female,No,26,No,9.4,-0.8,-3.12,0,12,18,8,11.833333333333332,0,Graduate
Single,17,2,Health and Social Sciences,1,Secondary Education,125.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,122.6,1,0,1,0,Female,No,20,No,11.1,0.6,2.02,0,12,14,10,12.458333333333332,0,Dropout
Single,1,1,Other,1,Secondary Education,131.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,123.0,1,0,0,1,Female,Yes,18,No,7.6,2.6,0.32,0,10,12,7,12.583333333333332,0,Enrolled
Single,39,1,Other,1,Secondary Education,130.0,Europe,Basic Education,Secondary Education,Manual Labor,Service,102.5,0,0,0,1,Female,No,27,No,7.6,2.6,0.32,0,12,19,10,12.6,0,Graduate
Single,1,2,Health and Social Sciences,1,Secondary Education,123.0,Europe,Other,Other,Student,Other,113.3,1,0,0,1,Female,No,20,No,7.6,2.6,0.32,0,14,16,8,11.95,0,Dropout
Single,1,5,Other,1,Secondary Education,141.0,Europe,Basic Education,Secondary Education,Manual Labor,Service,133.0,1,0,0,1,Female,No,18,No,9.4,-0.8,-3.12,0,12,20,10,11.4,0,Dropout
Single,7,1,Health and Social Sciences,1,Higher Education,140.0,Europe,Secondary Education,Secondary Education,Manual Labor,Service,140.0,0,0,0,1,Female,No,33,No,16.2,0.3,-0.92,5,15,18,12,14.466666666666667,0,Dropout
Single,43,1,Other,1,Secondary Education,140.0,Europe,Higher Education,Secondary Education,Technical and Administrative,Professional,128.3,1,0,0,1,Female,No,35,No,12.4,0.5,1.79,32,40,40,40,12.704260651629074,0,Graduate
Single,44,1,Business and Management,0,Other,140.0,Europe,Basic Education,Secondary Education,Manual Labor,Manual Labor,140.0,0,0,0,1,Female,Yes,26,No,9.4,-0.8,-3.12,4,12,14,12,12.916666666666666,1,Enrolled
Single,39,1,Other,1,Basic Education,133.1,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,104.0,0,0,1,0,Female,No,27,No,11.1,0.6,2.02,0,12,12,5,6.0,0,Dropout
Single,18,3,Engineering and Technology,1,Secondary Education,131.0,Europe,Secondary Education,Basic Education,Service Workers,Service,122.3,1,0,0,0,Female,No,19,No,15.5,2.8,-4.06,0,12,12,6,6.083333333333333,0,Dropout
Single,17,2,Health and Social Sciences,1,Secondary Education,143.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,135.0,0,0,0,1,Female,No,20,No,11.1,0.6,2.02,0,12,0,0,0.0,0,Dropout
Single,18,2,Business and Management,1,Secondary Education,132.0,Europe,Higher Education,Higher Education,Service Workers,Manual Labor,119.1,1,0,1,0,Female,No,20,No,10.8,1.4,1.74,0,10,18,6,10.285714285714285,0,Dropout
Single,43,1,Health and Social Sciences,1,Secondary Education,143.0,Europe,Secondary Education,Basic Education,Service Workers,Manual Labor,126.6,0,0,1,0,Female,No,21,No,9.4,-0.8,-3.12,5,16,30,12,10.75,0,Enrolled
Single,17,3,Health and Social Sciences,1,Secondary Education,141.0,Europe,Basic Education,Secondary Education,Manual Labor,Service,129.0,1,0,0,1,Female,Yes,18,No,7.6,2.6,0.32,0,14,14,12,13.05,0,Graduate
Single,39,1,Health and Social Sciences,1,Secondary Education,133.1,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,162.3,1,0,0,1,Female,No,24,No,8.9,1.4,3.51,0,12,16,2,5.5,0,Dropout
Single,17,4,Engineering and Technology,1,Secondary Education,148.0,Europe,Secondary Education,Higher Education,Technical and Administrative,Professional,163.4,1,0,0,1,Female,No,20,No,16.2,0.3,-0.92,0,12,13,12,11.75,0,Graduate
Single,1,1,Health and Social Sciences,1,Secondary Education,125.0,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,121.5,0,0,0,1,Female,Yes,21,No,13.9,-0.3,0.79,0,12,13,12,12.25,0,Graduate
Single,1,1,Health and Social Sciences,0,Secondary Education,120.0,Europe,Secondary Education,Basic Education,Manual Labor,Professional,122.8,0,0,0,1,Female,No,23,No,9.4,-0.8,-3.12,0,11,25,3,10.0,0,Enrolled
Single,39,1,Business and Management,1,Secondary Education,140.0,Europe,Other,Higher Education,Technical and Administrative,Professional,118.0,1,0,0,1,Female,No,24,No,7.6,2.6,0.32,0,10,10,0,0.0,0,Dropout
Single,51,1,Other,1,Secondary Education,139.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,134.0,0,0,0,1,Female,No,21,No,12.4,0.5,1.79,0,12,0,0,0.0,0,Dropout
Single,1,4,Health and Social Sciences,1,Secondary Education,142.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,129.8,1,0,0,1,Female,No,18,No,12.7,3.7,-1.7,0,16,16,14,12.242857142857144,0,Graduate
Single,39,1,Business and Management,0,Higher Education,130.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,152.0,1,0,0,1,Female,No,27,No,8.9,1.4,3.51,0,10,0,0,0.0,0,Dropout
Single,18,6,Health and Social Sciences,1,Secondary Education,126.0,Europe,Basic Education,Basic Education,Service Workers,Service,122.8,1,0,0,1,Female,No,18,No,9.4,-0.8,-3.12,0,16,16,16,12.93375,0,Graduate
Single,7,1,Engineering and Technology,1,Higher Education,150.0,Europe,Higher Education,Higher Education,Professional,Professional,150.0,0,0,0,1,Female,No,35,No,13.9,-0.3,0.79,0,10,0,0,0.0,0,Dropout
Single,1,1,Other,1,Secondary Education,130.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,131.8,0,0,0,1,Female,No,18,No,11.1,0.6,2.02,0,14,17,14,13.5,0,Graduate
Single,39,1,Health and Social Sciences,1,Secondary Education,120.0,Europe,Secondary Education,Higher Education,Manual Labor,Professional,105.9,0,0,0,1,Female,No,35,No,11.1,0.6,2.02,0,6,7,6,11.575000000000001,0,Enrolled
Single,1,1,Health and Social Sciences,1,Secondary Education,138.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,132.1,1,0,0,1,Female,No,19,No,10.8,1.4,1.74,0,10,22,8,14.041666666666668,2,Graduate
Single,1,4,Health and Social Sciences,1,Secondary Education,127.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Student,127.4,1,0,0,1,Female,No,20,No,7.6,2.6,0.32,0,12,14,12,11.25,0,Graduate
Single,1,4,Health and Social Sciences,1,Secondary Education,140.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,129.5,1,0,0,1,Female,No,18,No,10.8,1.4,1.74,0,16,16,14,12.324285714285711,0,Graduate
Single,44,1,Health and Social Sciences,1,Other,130.0,Europe,Basic Education,Basic Education,Service Workers,Service,126.7,0,0,1,1,Female,No,21,No,13.9,-0.3,0.79,5,12,13,12,11.94047619047619,0,Graduate
Single,17,2,Health and Social Sciences,1,Secondary Education,128.0,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,116.5,0,0,0,1,Female,Yes,18,No,16.2,0.3,-0.92,0,12,22,9,11.196428571428571,0,Graduate
Single,1,1,Health and Social Sciences,1,Secondary Education,132.0,Europe,Other,Other,Student,Student,119.1,1,0,0,1,Female,No,18,No,7.6,2.6,0.32,0,12,18,8,10.875,0,Graduate
Single,1,2,Health and Social Sciences,1,Secondary Education,149.0,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,126.5,1,0,0,1,Female,No,18,No,12.7,3.7,-1.7,0,16,16,14,12.914285714285713,0,Graduate
Single,1,4,Other,1,Secondary Education,155.0,Europe,Higher Education,Secondary Education,Professional,Service,149.8,1,0,0,1,Female,Yes,18,No,16.2,0.3,-0.92,0,12,12,12,14.0,0,Graduate
Single,1,1,Health and Social Sciences,1,Secondary Education,120.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,115.1,1,0,0,1,Female,No,19,No,13.9,-0.3,0.79,0,12,17,11,13.62857142857143,0,Graduate
Single,39,1,Health and Social Sciences,1,Basic Education,133.1,Europe,Higher Education,Secondary Education,Professional,Professional,124.5,0,0,0,1,Female,Yes,36,No,16.2,0.3,-0.92,0,12,13,11,13.257142857142856,0,Dropout
Single,1,2,Health and Social Sciences,1,Secondary Education,131.0,Europe,Basic Education,Secondary Education,Manual Labor,Service,128.3,1,0,0,1,Female,Yes,18,No,12.7,3.7,-1.7,0,16,16,14,12.642857142857142,0,Graduate
Single,1,1,Health and Social Sciences,1,Secondary Education,149.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,136.0,0,0,0,1,Female,Yes,18,No,7.6,2.6,0.32,0,14,14,12,12.916666666666666,0,Graduate
